Ns changes	Ns	time/s	voltage_measured	I/mA	(Q-Qo)/mA.h	Energy charge/W.h	Energy discharge/W.h	step time/s	Q discharge/mA.h	Q charge/mA.h	Capacity/mA.h	cycle number	P/W	R/Ohm	Temperature/ï¿½C	Unnamed: 16	operator_notes
0	1	95.2240045228973	3.4909613	-899.96429	-21.29794111626519	0.0	0.0744802085272895	95.2240045228973	21.29794111626522	0.0	21.29794111626522	0.0	-3.1417406	3.8789997	22.627287		
0	1	95.32400452764703	3.4910007	-899.8855	-21.32293743184407	0.0	0.07456746938449436	95.32400452764703	21.32293743184411	0.0	21.32293743184411	0.0	-3.1415009	3.8793831	22.650936		
0	1	95.4240045323968	3.4910007	-899.94458	-21.34793382412381	0.0	0.07465473066718208	95.4240045323968	21.34793382412384	0.0	21.34793382412384	0.0	-3.1417072	3.8791285	22.855877		
0	1	95.52400453714654	3.4909613	-899.8855	-21.37293021647135	0.0	0.074741991792806	95.52400453714654	21.37293021647139	0.0	21.37293021647139	0.0	-3.1414654	3.8793395	22.713995		
0	1	95.62400454189628	3.4908824	-899.90515	-21.39792624762641	0.0	0.07482925114474827	95.62400454189628	21.39792624762644	0.0	21.39792624762644	0.0	-3.141463	3.8791671	22.729759		
0	1	95.72400454664604	3.4908824	-899.90515	-21.42292259629991	0.0	0.07491651138916015	95.72400454664604	21.42292259629994	0.0	21.42292259629994	0.0	-3.141463	3.8791671	22.627287		
0	1	95.82400455139576	3.490922	-899.82635	-21.44791844126383	0.0	0.07500376940226237	95.82400455139576	21.44791844126387	0.0	21.44791844126387	0.0	-3.1412237	3.8795507	22.800701		
0	1	95.92400455614552	3.490922	-899.86578	-21.47291475691054	0.0	0.07509102862467448	95.92400455614552	21.47291475691057	0.0	21.47291475691057	0.0	-3.1413612	3.8793807	22.658817		
0	1	96.02400456089526	3.4908824	-899.82635	-21.4979112805854	0.0	0.07517828782470704	96.02400456089526	21.49791128058542	0.0	21.49791128058542	0.0	-3.1411879	3.8795068	22.792818		
0	1	96.124004565645	3.4908037	-899.8855	-21.52290793555366	0.0	0.07526554752251519	96.124004565645	21.52290793555369	0.0	21.52290793555369	0.0	-3.1413236	3.8791642	22.713995		
0	1	96.22400457039475	3.4907644	-899.82635	-21.54790467803955	0.0	0.07535280719184027	96.22400457039475	21.54790467803958	0.0	21.54790467803958	0.0	-3.1410818	3.8793755	22.753407		
0	1	96.3240045751445	3.4908431	-899.8067	-21.57290142069499	0.0	0.07544006668457032	96.3240045751445	21.57290142069501	0.0	21.57290142069501	0.0	-3.141084	3.8795478	22.903172		
0	1	96.42400457989424	3.4907644	-899.74762	-21.59789761627197	0.0	0.07552732401163736	96.42400457989424	21.597897616272	0.0	21.597897616272	0.0	-3.1408069	3.879715	22.753407		
0	1	96.524004584644	3.4908037	-899.8855	-21.62289400865343	0.0	0.07561458145494249	96.524004584644	21.62289400865346	0.0	21.62289400865346	0.0	-3.1413236	3.8791642	22.682465		
0	1	96.62400458939372	3.4908037	-899.92493	-21.64789058705648	0.0	0.07570183954766167	96.62400458939372	21.64789058705651	0.0	21.64789058705651	0.0	-3.1414614	3.8789945	22.721876		
0	1	96.72400459414348	3.4908037	-899.86578	-21.67288705603706	0.0	0.07578909708129883	96.72400459414348	21.67288705603708	0.0	21.67288705603708	0.0	-3.1412549	3.8792493	22.816465		
0	1	96.82400459889324	3490.7644	-899.92493	-21.69788332800971	0.0	0.0758763538289388	96.82400459889324	21.69788332800974	0.0	21.69788332800974	0.0	-3.1414258	3.8789506	22.611523		
0	1	96.92400460364296	3.4907644	-899.90515	-21.72287957790799	0.0	0.07596360969319661	96.92400460364296	21.72287957790802	0.0	21.72287957790802	0.0	-3.1413569	3.8790359	22.698229		
0	1	97.02400460839272	3.4908037	-899.8855	-21.74787622195774	0.0	0.07605086687391494	97.02400460839272	21.74787622195777	0.0	21.74787622195777	0.0	-3.1413236	3.8791642	22.658817		
0	1	97.12400461314246	3.4907644	-899.92493	-21.77287266916911	0.0	0.07613812285630968	97.12400461314246	21.77287266916914	0.0	21.77287266916914	0.0	-3.1414258	3.8789506	22.666698		
0	1	97.2240046178922	3.490725	-899.8855	-21.79786944437663	0.0	0.07622538006212022	97.2240046178922	21.79786944437666	0.0	21.79786944437666	0.0	-3.1412528	3.879077	22.643053		
0	1	97.32400462264197	3490.8037	-899.82635	-21.82286614318848	0.0	0.0763126365093316	97.32400462264197	21.82286614318851	0.0	21.82286614318851	0.0	-3.1411171	3.8794193	22.643053		
0	1	97.4240046273917	3.490725	-899.90515	-21.84786290764703	0.0	0.07639989298895943	97.4240046273917	21.84786290764706	0.0	21.84786290764706	0.0	-3.1413214	3.8789921	22.63517		
